text,label_text,language,source,label
@sramirez07943 it's goldbar dumb bitch and no my dad wouldn't pick you up he doesn't like faggots like you &#128528;&#128076;&#128079;,hateful,en,hate_speech_offensive,2
"واقعا حیف که همچین کودن‌هایی رو صادر کردیم اونور برای درس خوندن.
خاک بر سر جامعه‌ای که توی ابله روانشناسش باشی و بیای بخاطر سایز کیر! یکیو شیم کنی.
کودن میگه مقاله رو ولش کن من و دوستام کیر کلفت دوست داریم پس همه دوست دارن 😆 دانشگاهم میره!",sensitive,fa,phate,1
بهروز خالی بند ❤️,safe,fa,phicad,0
"@oliviagobert lmao yes I kind of like it it's not that ghetto yet &amp; they are and then he says ""u feel me"" &#128525;&#128525;&#128557;&#128166;",safe,en,hate_speech_offensive,0
"RT @Ivan_splash: ""Did u call me a bitch?""
""I said you were ACTING like one""
""So you just called me one nigga""
""Shut up bitch""",hateful,en,hate_speech_offensive,2
"لامصبا....این بخش لبنان که منفجر شده مسیحی نشینه اصلا...بیشرف میخای تشیع رو بزنی بزن، حزب الله رو میخای بزنی بزن....ولی حیوون اینا که مردن نه شیعه بودن نه حزب اللهی...تف به ذاتت که خوشحالی...بی نهایت پستی بی نهایت...
#بيروت 
#لبنان
#من_قلبي_سلام_لبيروت 
#Lebanon 
#prayforbeirut",sensitive,fa,phate,1
RT @paidinfull_4: &#8220;@brennonthekidd_: what would u do? .. &#128561; http://t.co/RisLnwWIeR&#8221;kick that bitch down the stairs!,sensitive,en,hate_speech_offensive,1
"I need sum hoes ah sum, cuz I wake up all I have is hella emails &#128557;&#128299; but not a Goodmoring or goodnight text. Shit not even a single text &#9995;&#128529;",sensitive,en,hate_speech_offensive,1
"My side pieces have real jobs, nigga, I don't fuck with no birds",sensitive,en,hate_speech_offensive,1
شبیه سوسک میمونه 🤣 🤣,hateful,fa,phicad,2
چقد شبیه سرنا امینیهه 😮,safe,fa,phicad,0
در یک اقدام مهم،از امروز #رومینگ_ملی بین اپراتورهای تلفن همراه در سراسر کشور اجرایی شد.بر این اساس در ۷۰۰۰ منطقه که تنها پوشش همراه اول فراهم بود،ایرانسل نیزدر دسترس قرار گرفت و متقابلا در ۶۸۰۰ منطقه خدمات ایرانسل برای مشترکان همراه اول دسترس‌پذیر شد.صرفه‌جویی در هزینه‌های توسعه! @URL,safe,fa,pars_off,0
عالیه بی نظیره,safe,fa,phicad,0
@USER آقا به تنهایی داری از سازمان تبلبغات میزنی جلو,hateful,fa,pars_off,2
بگو فتوشاپه,hateful,fa,phicad,2
"خنده‌دار هم هستا، که از کل کثافت جام‌جهانی از زد و بندای فیفا بگیر تا کارگرای کشته شده که‌ یک‌یک این فونبالیستا رو خوناشون بازی کردن و وضعیت افتضاح حقوق بشر توی قطر، گیرتون افتاده رو عبا تن مسی کردن. والا که نژادپرستی توتون نهادینه شده خودتون خبر ندارین. 
#FIFAWorldCup
 #Messi𓃵",sensitive,fa,phate,1
کمپوت گوه 😄,hateful,fa,phicad,2
لای رونتو بخورم چته عشقم,sensitive,fa,phicad,1
@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic,hateful,en,hate_speech_offensive,2
"RT @KinGxStoney: Yeah we can't wrestle, might have to rock bottom you foreal ""@VeronicaGK: I'm a big bitch and proud lol let me live""",sensitive,en,hate_speech_offensive,1
"RT @BrosConfessions: ""Unlike a lot of these bros, I actually care about my girl and I love her. It's not called being a pussy, it's called &#8230;",sensitive,en,hate_speech_offensive,1
دخترای خاارج نشینتون رو لخت کرردید اای دنییاا 😕,sensitive,fa,phicad,1
My mom's younger brothers gonna come disrespect my mom &amp; call her a bitch &amp; my cousins gonna tell my mom to STFU! Wth..,sensitive,en,hate_speech_offensive,1
❤ درود بر وریا ❤,safe,fa,phicad,0
کمتر 💩 بخور ادمین فکر سلامتی خودت باش,hateful,fa,phicad,2
تو خوابم برنده نمیشم ریدم به این زندگی پولم میدم تو قرعه کشی برنده نمیشم اینم شد زندگی,hateful,fa,phicad,2
دختر ایران چقدر زیبا و معصوم 😢,safe,fa,phicad,0
"@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase",hateful,en,hate_speech_offensive,2
از بس لجن هستی دماغ,hateful,fa,phicad,2
 ملیون کنارتن در واقعیت ❤️,safe,fa,phicad,0
"Faux Noise pundits don't like duck molester, pro-slavery racist, #homophobic #teabagger darling Phil Robertson either http://t.co/5gt6ZVgqXY",hateful,en,hate_speech_offensive,2
RT @USER: این آخرین سنگر پسراییه که از کس قطع امید کردن @URL,sensitive,fa,pars_off,1
@Aram2432 I have class nig,sensitive,en,hate_speech_offensive,1
زور نزن میهن 😂,hateful,fa,phicad,2
"RT @AnthonyBialy: Well, Maryland is just a bunch of hateful rednecks, anyway.",hateful,en,hate_speech_offensive,2
امروز فهمیدم ی تیم دیگ جز استقلال وجود داره ک خیلی مادرجندس اونم تراکتوره :),sensitive,fa,phate,1
"آی #سید‌علی ! با توام. می‌شنوی؟
می‌دونم دلت نمی‌خواد، اما گوشاتو خوب باز کن!
خشم امروز ما، خیلی زود، به آتیشت می‌کشه
لعنت به زهدانی که تو رو پرورش داد
#محسن_شکاری 
#قدرت_مردم_متحد",sensitive,fa,phate,1
RT @Drewmking: @Joely_Poly @Victoria_Finae he plays for the Yankees right?,safe,en,hate_speech_offensive,0
"RT @ChaldeanCutie: ""@Vivalaquintaa: Its a bunch of penis on my timeline literally"" - u want me 2 dm u my pussy lol",sensitive,en,hate_speech_offensive,1
"برای استاد #شجریان باید سه روز #عزای_عمومی اعلام شود!

خدمات به ایران و افتخارات استاد واضح و روشن است!

وقتی برای #قاسم_سليماني و #رفسنجانی  با آن خرابکاری ها سه روز عزای عمومی اعلام میکنند برای استاد باید یکسال عزا اعلام شود!",sensitive,fa,phate,1
People are fucking retarded lol,hateful,en,hate_speech_offensive,2
"""Stop looking us and go eat some pussy, you yuppie fucks.""",sensitive,en,hate_speech_offensive,1
به امید کنسرتت توو ورزشگاه ازادی اسطوره بی پایان موسیقی,safe,fa,phicad,0
همین که دارید دست و پا میزنید که یه حرکت برای خیط کردن مخالفانتون انجام بدید و دارید براش تلاش میکنید که زوری پوری اثبات کنید خبری نیست خودش جای خنده و دلگرمی داره اگر خبری نبود که خودتونو جرر نمیدادید که یه مشت سایبری و خایه مال توی اینستا دارن صبح تا شب تولید محتوا میکنن که اثبات کنن خبری نیست خب اگه خبری نیست برو به زندگی نکبتت برس چرا داری خودتو جرر میدی؟ خاک بر سرت که نونت از راه خایه مالی نظامی درمیاد که دستش به خون بچه و جوون اغشته شده,hateful,fa,phicad,2
گه خوری زیادی 😂 😂,hateful,fa,phicad,2
ایتم های بسیار تکراری کم انرژی و با فاصله زیاد از فصل های قبل ولی بابت همین هم سپاس از شما,safe,fa,phicad,0
واقعا متاسفم برای وجدانتون,hateful,fa,phicad,2
حمید فرخ نژاد گوه زیادی خورده,sensitive,fa,phate,1
هموطن چه نشسته ای که خواهرمان را کشتند,hateful,fa,phicad,2
RT @USER: ولی راجع به صبر کردن یه چی خلاصه و مفید بگم  صبر کردن میگادت,sensitive,fa,pars_off,1
"""Don't worry about the nigga you see, worry about the nigga you DON'T see... Dat's da nigga fuckin yo bitch.""",hateful,en,hate_speech_offensive,2
"Lmaoo &#8220;@LeanandCuisine: Bad bitch: Can I hit that?

""You matching or.....?""

Bad bitch: *bats eyelashes*

"".........are you matching or?""&#8221;",sensitive,en,hate_speech_offensive,1
اقای علیخانی شما یه دونه ای 😍 😍 🔥 🔥,safe,fa,phicad,0
@Alejandro_Bihhh @CapoDaAssHole I'm on this hoe like this every night just be tweeting bullshit,sensitive,en,hate_speech_offensive,1
بنزین رو هم مالوندن حروم زاده ها,hateful,fa,phicad,2
"حروم زاده‌ای که با باتوم زدی از کمرم امروز اتیشت نزنم ولت نمیکنم💀
ببین ننت گاییدس 
#مهسا_امینی
#اعتصابات_سراسری
#OpIran",sensitive,fa,phate,1
It really is too bad that #California had faggot marriage forced upon her after her citizens declared it illegal.,hateful,en,hate_speech_offensive,2
"RT @zachthorpe78: where are all the thinkpieces on why kids call themselves ""trash"" and ""garbage"" these days",safe,en,hate_speech_offensive,0
دمت گرم مرادیان خاهرشو گاییدی,sensitive,fa,phicad,1
توروحت 😂 😂,hateful,fa,phicad,2
@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz,hateful,en,hate_speech_offensive,2
استوریمو بچه مچه نبینه 🍑 😍,sensitive,fa,phicad,1
Anyone who came to the US as an indentured servant is white trash.,hateful,en,hate_speech_offensive,2
chargers and raiders are both trash&#9889;&#65039;#boltupdoe,safe,en,hate_speech_offensive,0
Curse AVI for Coke because he's a fag and hasn't put it on yet http://t.co/jHQPwop4wk,hateful,en,hate_speech_offensive,2
RT @FAAMMoverALL: This nigguh Chris Paul,hateful,en,hate_speech_offensive,2
"When I call bitch, you come.",sensitive,en,hate_speech_offensive,1
RT @Love_Zykerria: If he Can't hear that pussy Smacking then it ain't Wet enough!,sensitive,en,hate_speech_offensive,1
@sippey That's where birds came from.,safe,en,hate_speech_offensive,0
How the hell was David Murphy's hit not a home run?! Clearly over the yellow line. @MLB another umpire mess up.... Smh,safe,en,hate_speech_offensive,0
RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;,hateful,en,hate_speech_offensive,2
چرا در مورد فاطمه سپهری کم‌ کاری‌می‌کنیم؟ چون چادریه؟ من یه مو گندیده فاطمه سپهری به صد تا رعنا رحیم پور نمیدم.#فاطمه_سپهری,sensitive,fa,phate,1
این ویدئو ثابت میکنه رژیم چقدر مکار و حیله گره حالا هر کی ندونه فکر میکنه اینا تو خبرهاشون دست رو قران میزارن و اخبار رو میخونن 🖕🏾 👎🏻 تف,hateful,fa,phicad,2
تبریک به تمام ملت شریف و پاک ایران عزیزمون,safe,fa,phicad,0
چقد قشنگه این عکس و چقد مرد هستی شما ❤️,safe,fa,phicad,0
بین  تاجی ها هستند کسانی که سهوا دارن کم لطفی می‌کنند، اینکه مربی میلان قهرمانی استقلال رو تبریک میگه، کاناوارو تو اینستاگرام به مجیدی تبریک میگه، کلوپ با دین محمدی هنوز دوست هستند رو نباید به دید طنز نگاه کرد، باید یه چماق درست کرد و کوبید رو سر لنگ که کسی آدم حسابشون نمیکنه!,sensitive,fa,phate,1
RT @realist_iLLest: Mine too &#128513;&#128588;&#128076; RT &#8220;@187XO_: This ma niggah @trigga_tre123 &#128076;&#8221;,hateful,en,hate_speech_offensive,2
@USER رقابت افتاده نو اکانتش کون به کون دارن میفرستن,sensitive,fa,pars_off,1
تو بمیرر,hateful,fa,phicad,2
علی اقای قهرماان 🔥 🔥 👏 👏 ❤️ ❤️ ❤️,safe,fa,phicad,0
My flow retarded &#128526;,safe,en,hate_speech_offensive,0
"یه توییت دیدم که واقعا بهم برخورد و خواستم بگم کارگرای افغانی مگه اشتباهی میکنن یا کار کثیف و خلاف و زشتی انجام میدن؟
همینکه با شرفن و شکم زن بچه‌شونو با مال حلال پر میکنن می‌ارزه ب صدتا عنتر بی شخصیت مثل تو.
واقعا اینکه نژاد آدمارو مسخره میکنین و تحقیرشون میکنین آخرت لجن بودنه.",sensitive,fa,phate,1
RT @Poochda63: I go to take the trash out and a darkskin nigga stole my damn garbage,hateful,en,hate_speech_offensive,2
It's this dyke chick cut hair in the barbershop look just like Future,hateful,en,hate_speech_offensive,2
Ross got Amber Rose naked these hoes ain't loyal wiz,sensitive,en,hate_speech_offensive,1
💩 خور,hateful,fa,phicad,2
"عمه ی عزیزم!
برات رفتم باشگاه عین سگ ورزش کردم، بیا بهم بگو چاق...
بیا...
بیا کسکش...",sensitive,fa,phate,1
❤️ ❤️ ❤️ ❤️ ❤️ 👏,safe,fa,phicad,0
ماشاالاه مثل بلبل حرف می زند والی همه دروغ لعنتی,hateful,fa,phicad,2
"وقتی قوانین ناعادلانه بر جوامع حاکم شود و فردی یا هویتی در عین اشتباه بودن قانون را کنار خود در یابد به جنون قدرت رسیده و با فریاد قانون بامن است به جرم خود ادامه میدهد کاری که #مهدی_توتونچی و #یوسف_اتفاق انجام دادند عینا ارتکاب جرم زیر پرچم قانون است.
#نیلوفر_اردلان #سمیرا_زرگری",sensitive,fa,phate,1
